Timestamp,BPM,Latitude,Longitude,speed_native
2026-05-31T18:28:57.000000,nan,52.49252864,13.23739392,0.0
2026-05-31T18:28:58.000000,nan,52.49252864,13.23739868,0.0
2026-05-31T18:28:59.000000,nan,52.49253245,13.23740726,0.0
2026-05-31T18:29:00.000000,nan,52.49254007,13.23741965,1.0188
2026-05-31T18:29:01.000000,nan,52.49255151,13.237433,1.9728
2026-05-31T18:29:02.000000,nan,52.49255913,13.23744825,2.8044000000000002
2026-05-31T18:29:03.000000,nan,52.49257057,13.23746541,3.5388
2026-05-31T18:29:04.000000,nan,52.49258201,13.23748257,4.2048
2026-05-31T18:29:05.000000,nan,52.49258963,13.23750259,4.752000000000001
2026-05-31T18:29:06.000000,nan,52.49260107,13.2375207,5.166
2026-05-31T18:29:07.000000,nan,52.49260869,13.23753595,5.4
2026-05-31T18:29:08.000000,nan,52.49262013,13.2375512,5.5368
2026-05-31T18:29:09.000000,nan,52.49263157,13.23756645,5.6628
2026-05-31T18:29:10.000000,nan,52.49264301,13.23758456,5.742
2026-05-31T18:29:11.000000,nan,52.49265445,13.23760363,5.8032
2026-05-31T18:29:12.000000,nan,52.4926697,13.23762365,5.9472
2026-05-31T18:29:13.000000,nan,52.49268114,13.23764176,6.130800000000001
2026-05-31T18:29:14.000000,nan,52.49269258,13.23765797,6.2856000000000005
2026-05-31T18:29:15.000000,nan,52.49270783,13.23767418,6.4008
2026-05-31T18:29:16.000000,nan,52.49271927,13.23769134,6.5196
2026-05-31T18:29:17.000000,100,52.49273452,13.23770945,6.5952
2026-05-31T18:29:18.000000,nan,52.49274596,13.23772566,6.678
2026-05-31T18:29:19.000000,99,52.49276121,13.23774091,6.7536
2026-05-31T18:29:20.000000,nan,52.49277646,13.23775521,6.8004
2026-05-31T18:29:21.000000,nan,52.4927879,13.23776856,6.7752
2026-05-31T18:29:22.000000,nan,52.49280315,13.23778286,6.714
2026-05-31T18:29:23.000000,nan,52.49281459,13.23780002,6.6492
2026-05-31T18:29:24.000000,101,52.49282984,13.23781718,6.6096
2026-05-31T18:29:25.000000,102,52.49284128,13.23783529,6.6132
2026-05-31T18:29:26.000000,nan,52.49285653,13.23785436,6.6564
2026-05-31T18:29:27.000000,104,52.49286797,13.23787247,6.703200000000001
2026-05-31T18:29:28.000000,105,52.49287941,13.23788963,6.7392
2026-05-31T18:29:29.000000,106,52.49289466,13.23790584,6.7644
2026-05-31T18:29:30.000000,107,52.4929061,13.23792109,6.703200000000001
2026-05-31T18:29:31.000000,nan,52.49291754,13.23793634,6.57
2026-05-31T18:29:32.000000,nan,52.49292898,13.23795064,6.3864
2026-05-31T18:29:33.000000,nan,52.49294042,13.23796685,6.2712
2026-05-31T18:29:34.000000,nan,52.49295186,13.23798401,6.1992
2026-05-31T18:29:35.000000,nan,52.4929633,13.23800022,6.1848
2026-05-31T18:29:36.000000,108,52.49297855,13.23801833,6.228
2026-05-31T18:29:37.000000,nan,52.49298999,13.23803644,6.2856000000000005
2026-05-31T18:29:38.000000,109,52.49299761,13.23805265,6.3144
2026-05-31T18:29:39.000000,110,52.49300905,13.23806981,6.2928
2026-05-31T18:29:40.000000,111,52.49302049,13.23808602,6.2352
2026-05-31T18:29:41.000000,113,52.49303193,13.23810223,6.123600000000001
2026-05-31T18:29:42.000000,nan,52.49304337,13.2381213,6.048
2026-05-31T18:29:43.000000,116,52.49305481,13.23813846,6.0732
2026-05-31T18:29:44.000000,117,52.49307006,13.23815562,6.1812000000000005
2026-05-31T18:29:45.000000,120,52.4930815,13.23817564,6.336
2026-05-31T18:29:46.000000,121,52.49309675,13.23819375,6.4475999999999996
2026-05-31T18:29:47.000000,nan,52.49310819,13.23821473,6.5772
2026-05-31T18:29:48.000000,nan,52.49311963,13.23823571,6.7212000000000005
2026-05-31T18:29:49.000000,nan,52.49313488,13.23825478,6.8508000000000004
2026-05-31T18:29:50.000000,nan,52.49314632,13.23827289,6.9336
2026-05-31T18:29:51.000000,nan,52.49316157,13.238291,6.9876000000000005
2026-05-31T18:29:52.000000,nan,52.49317301,13.23831007,6.9984
2026-05-31T18:29:53.000000,120,52.49318445,13.23832914,6.966
2026-05-31T18:29:54.000000,nan,52.49319589,13.23834916,6.9048
2026-05-31T18:29:55.000000,121,52.49320733,13.23836918,6.8436
2026-05-31T18:29:56.000000,nan,52.49321877,13.23839206,6.803999999999999
2026-05-31T18:29:57.000000,122,52.49323021,13.23841494,6.8076
2026-05-31T18:29:58.000000,123,52.49324165,13.23843592,6.8364
2026-05-31T18:29:59.000000,nan,52.49325309,13.2384569,6.9156
2026-05-31T18:30:00.000000,nan,52.49326834,13.23847692,6.966
2026-05-31T18:30:01.000000,124,52.49327978,13.23849599,6.9804
